Timestamp,Blocked_MBps,Allowed_Attack_MBps,Benign_MBps
23:12:51,0.0000,0.0000,0.0000
23:12:52,0.0000,0.0000,0.0000
23:12:53,0.0000,0.0000,0.0000
23:12:54,0.0000,0.0000,0.0000
23:12:55,0.0000,0.0000,0.0000
23:12:56,0.0000,0.0000,0.0000
23:12:57,0.0000,0.0000,0.0000
23:12:58,0.0000,0.0000,0.0000
23:12:59,0.0000,0.0000,0.0000
23:13:00,0.0000,0.0000,0.0000
23:13:01,0.0000,0.0000,0.0000
23:13:02,0.0000,0.0000,0.0000
23:13:03,0.0000,0.0000,0.0000
23:13:04,0.0000,0.0000,0.0000
23:13:05,0.0000,0.0000,0.0000
23:13:06,0.0000,0.0000,0.0000
23:13:07,0.0000,0.0000,0.0000
23:13:08,0.0000,0.0000,0.0000
23:13:09,0.0000,0.0000,0.0000
23:13:10,0.0000,0.0000,0.0000
23:13:11,0.0000,0.0000,0.0000
23:13:12,0.0000,0.0000,0.0000
23:13:13,0.0000,0.0000,0.0000
23:13:14,0.0000,0.0000,0.0000
23:13:16,0.0000,0.0000,0.0000
23:13:17,0.0000,0.0000,0.0000
23:13:18,0.0000,0.0000,0.0000
23:13:19,0.0000,0.0000,0.0000
23:13:20,0.0000,0.0000,0.0000
23:13:21,0.0000,0.0000,0.0000
23:13:22,0.0000,0.0000,0.0000
23:13:23,0.0000,0.0000,0.0000
23:13:24,0.0000,0.0000,0.0000
23:13:25,0.0000,0.0000,0.0000
23:13:26,0.0000,0.0000,0.0000
23:13:27,0.0000,0.0000,0.0000
23:13:28,0.0000,0.0000,0.0000
23:13:29,0.0000,0.0000,0.0000
23:13:30,0.0000,0.0000,0.0000
23:13:31,0.0000,0.0000,0.0000
23:13:32,0.0000,0.0000,0.0000
23:13:33,0.0000,0.0000,0.0000
23:13:34,0.0000,0.0000,0.0000
23:13:35,0.0000,0.0000,0.0000
23:13:36,0.0000,0.0000,0.0000
23:13:37,0.0000,0.0000,0.0000
23:13:38,0.0000,0.0000,0.0000
23:13:39,0.0000,0.0000,0.0000
23:13:40,0.0000,0.0000,0.0000
